run_id,model,best_params,cv_best_score,test_accuracy,test_precision,test_recall,test_f1,test_auc,model_path
48583f3c352443b183721ffdf69c8b35,DecisionTree,"{""estimator__max_depth"": 14, ""estimator__min_samples_leaf"": 8, ""estimator__min_samples_split"": 16}",0.8212445469976115,0.847457627118644,0.632,0.4968553459119497,0.5563380281690141,0.8481278228810123,models/DecisionTree_best.joblib
36ab8b9bd5ca4c80a4b38ea11c034d6f,RandomForest,"{""estimator__max_depth"": 24, ""estimator__min_samples_leaf"": 3, ""estimator__min_samples_split"": 6, ""estimator__n_estimators"": 100}",0.9024833233826077,0.8692493946731235,0.84,0.39622641509433965,0.5384615384615384,0.9146653088550064,models/RandomForest_best.joblib
4c10d617f2f54463bc771227592769df,GradientBoosting,"{""estimator__learning_rate"": 0.16743239807751675, ""estimator__max_depth"": 9, ""estimator__n_estimators"": 219}",0.9518031715454033,0.9394673123486683,0.936,0.7358490566037735,0.823943661971831,0.9749936352578428,models/GradientBoosting_best.joblib
